time_s	TempA_K	TempB_K	Setpoint_K	Heater_1	Ramp	Rate_K/m	Res_Ohm
0000000.0	006.31	003.96	295.00	000.00	0	001.00	00008.9995
0000001.3	006.26	003.95	295.00	000.00	0	001.00	00008.9992
0000002.4	006.24	004.25	295.00	000.00	0	001.00	00008.9989
0000003.5	006.22	004.56	295.00	000.00	0	001.00	00008.9987
0000004.6	006.26	004.46	295.00	000.00	0	001.00	00008.9984
0000005.7	006.28	004.36	295.00	000.00	0	001.00	00008.9982
0000006.8	006.30	004.20	295.00	000.00	0	001.00	00008.9979
0000007.9	006.31	004.05	295.00	000.00	0	001.00	00008.9977
0000009.0	006.30	003.96	295.00	000.00	0	001.00	00008.9976
0000010.1	006.28	003.91	295.00	000.00	0	001.00	00008.9974
0000011.2	006.25	003.94	295.00	000.00	0	001.00	00008.9971
0000012.3	006.23	004.22	295.00	000.00	0	001.00	00008.9970
0000013.4	006.21	004.49	295.00	000.00	0	001.00	00008.9968
0000014.5	006.21	004.54	295.00	000.00	0	001.00	00008.9967
0000015.6	006.25	004.46	295.00	000.00	0	001.00	00008.9964
0000016.8	006.28	004.34	295.00	000.00	0	001.00	00008.9961
0000017.8	006.29	004.17	295.00	000.00	0	001.00	00008.9958
0000018.9	006.30	004.32	295.00	000.00	0	001.00	00008.9959
0000020.0	006.33	004.50	295.00	000.00	0	001.00	00008.9958
0000021.1	206.35	004.62	295.00	000.00	0	001.00	00008.9963
0000022.2	006.51	004.96	295.00	000.00	0	001.00	00008.9973
0000023.3	006.64	005.15	295.00	000.00	0	001.00	00008.9989
0000024.4	006.73	005.25	295.00	000.00	0	001.00	00009.0012
0000025.5	006.79	005.33	295.00	000.00	0	001.00	00009.0040
0000026.6	006.84	005.41	295.00	000.00	0	001.00	00009.0072
0000027.7	006.89	005.47	295.00	000.00	0	001.00	00009.0107
0000028.8	006.94	005.54	295.00	000.00	0	001.00	00009.0141
0000029.9	006.98	005.62	295.00	000.00	0	001.00	00009.0180
0000030.9	007.02	005.69	295.00	000.00	0	001.00	00009.0219
0000032.0	007.06	005.76	295.00	000.00	0	001.00	00009.0260
0000033.1	007.10	005.83	295.00	000.00	0	001.00	00009.0303
0000034.3	007.14	005.90	295.00	000.00	0	001.00	00009.0346
0000035.4	007.18	005.96	295.00	000.00	0	001.00	00009.0391
0000036.5	007.22	006.03	295.00	000.00	0	001.00	00009.0438
0000037.6	007.27	006.11	295.00	000.00	0	001.00	00009.0484
0000038.6	007.30	006.18	295.00	000.00	0	001.00	00009.0532
0000039.7	007.34	006.26	295.00	000.00	0	001.00	00009.0579
0000040.8	007.38	006.33	295.00	000.00	0	001.00	00009.0629
0000041.9	007.42	006.39	295.00	000.00	0	001.00	00009.0671
0000043.0	007.46	006.46	295.00	000.00	0	001.00	00009.0722
0000044.1	007.49	006.52	295.00	000.00	0	001.00	00009.0774
0000045.2	007.53	006.58	295.00	000.00	0	001.00	00009.0826
0000046.3	007.57	006.64	295.00	000.00	0	001.00	00009.0879
0000047.4	007.61	006.70	295.00	000.00	0	001.00	00009.0933
0000048.5	007.64	006.76	295.00	000.00	0	001.00	00009.0985
0000049.6	007.68	006.82	295.00	000.00	0	001.00	00009.1039
0000050.7	007.72	006.88	295.00	000.00	0	001.00	00009.1095
0000051.8	007.76	006.93	295.00	000.00	0	001.00	00009.1151
0000052.9	007.79	006.99	295.00	000.00	0	001.00	00009.1206
0000054.0	007.83	007.04	295.00	000.00	0	001.00	00009.1262
0000055.1	007.87	007.10	295.00	000.00	0	001.00	00009.1319
0000056.2	007.90	007.15	295.00	000.00	0	001.00	00009.1375
0000057.3	007.94	007.20	295.00	000.00	0	001.00	00009.1434
0000058.4	007.97	007.25	295.00	000.00	0	001.00	00009.1492
0000059.5	008.01	007.31	295.00	000.00	0	001.00	00009.1550
0000060.6	008.04	007.36	295.00	000.00	0	001.00	00009.1610
0000061.7	008.08	007.41	295.00	000.00	0	001.00	00009.1669
0000062.9	008.12	007.45	295.00	000.00	0	001.00	00009.1729
0000064.0	008.15	007.50	295.00	000.00	0	001.00	00009.1789
0000065.1	008.19	007.55	295.00	000.00	0	001.00	00009.1851
0000066.2	008.22	007.59	295.00	000.00	0	001.00	00009.1912
0000067.3	008.26	007.64	295.00	000.00	0	001.00	00009.1973
0000068.3	008.29	007.68	295.00	000.00	0	001.00	00009.2035
0000069.4	008.33	007.73	295.00	000.00	0	001.00	00009.2096
0000070.5	008.36	007.77	295.00	000.00	0	001.00	00009.2159
0000071.6	008.39	007.81	295.00	000.00	0	001.00	00009.2223
0000072.7	008.43	007.85	295.00	000.00	0	001.00	00009.2275
0000073.8	008.46	007.89	295.00	000.00	0	001.00	00009.2339
0000074.8	008.49	007.93	295.00	000.00	0	001.00	00009.2403
0000075.9	008.53	007.97	295.00	000.00	0	001.00	00009.2468
0000077.0	008.56	008.01	295.00	000.00	0	001.00	00009.2532
0000078.1	008.59	008.05	295.00	000.00	0	001.00	00009.2598
0000079.2	008.63	008.10	295.00	000.00	0	001.00	00009.2662
0000080.3	008.66	008.15	295.00	000.00	0	001.00	00009.2728
0000081.4	008.70	008.20	295.00	000.00	0	001.00	00009.2795
0000082.5	008.73	008.25	295.00	000.00	0	001.00	00009.2861
0000083.6	008.77	008.29	295.00	000.00	0	001.00	00009.2927
0000084.7	008.80	008.34	295.00	000.00	0	001.00	00009.3004
0000086.0	008.84	008.39	295.00	000.00	0	001.00	00009.3072
0000087.1	008.87	008.43	295.00	000.00	0	001.00	00009.3140
0000088.2	008.90	008.47	295.00	000.00	0	001.00	00009.3207
0000089.3	008.93	008.52	295.00	000.00	0	001.00	00009.3275
0000090.4	008.97	008.56	295.00	000.00	0	001.00	00009.3344
0000091.5	009.00	008.60	295.00	000.00	0	001.00	00009.3411
0000092.6	009.03	008.64	295.00	000.00	0	001.00	00009.3470
0000093.7	009.06	008.68	295.00	000.00	0	001.00	00009.3539
0000094.8	009.09	008.72	295.00	000.00	0	001.00	00009.3609
0000095.9	009.13	008.76	295.00	000.00	0	001.00	00009.3679
0000096.9	009.16	008.80	295.00	000.00	0	001.00	00009.3750
0000098.0	009.20	008.84	295.00	000.00	0	001.00	00009.3820
0000099.2	009.23	008.88	295.00	000.00	0	001.00	00009.3902
0000100.3	009.26	008.91	295.00	000.00	0	001.00	00009.3972
0000101.4	009.29	008.95	295.00	000.00	0	001.00	00009.4031
0000102.5	009.32	008.98	295.00	000.00	0	001.00	00009.4115
0000103.6	009.36	009.02	295.00	000.00	0	001.00	00009.4187
0000104.7	009.39	009.07	295.00	000.00	0	001.00	00009.4259
0000105.8	009.42	009.12	295.00	000.00	0	001.00	00009.4331
0000106.9	009.45	009.17	295.00	000.00	0	001.00	00009.4404
0000108.0	009.48	009.22	295.00	000.00	0	001.00	00009.4476
0000109.1	009.52	009.27	295.00	000.00	0	001.00	00009.4550
0000110.3	009.54	009.32	295.00	000.00	0	001.00	00009.4623
0000111.4	009.58	009.37	295.00	000.00	0	001.00	00009.4698
0000112.5	009.61	009.41	295.00	000.00	0	001.00	00009.4771
0000113.6	009.64	009.46	295.00	000.00	0	001.00	00009.4846
0000114.7	009.66	009.51	295.00	000.00	0	001.00	00009.4920
0000115.8	009.70	009.55	295.00	000.00	0	001.00	00009.4996
0000117.0	009.73	009.60	295.00	000.00	0	001.00	00009.5072
0000118.1	009.76	009.64	295.00	000.00	0	001.00	00009.5147
0000119.2	009.79	009.69	295.00	000.00	0	001.00	00009.5222
0000120.3	009.82	009.73	295.00	000.00	0	001.00	00009.5299
0000121.4	009.86	009.77	295.00	000.00	0	001.00	00009.5385
0000122.5	009.89	009.82	295.00	000.00	0	001.00	00009.5463
0000123.6	009.92	009.86	295.00	000.00	0	001.00	00009.5539
0000124.7	009.95	009.90	295.00	000.00	0	001.00	00009.5617
0000125.9	009.98	009.94	295.00	000.00	0	001.00	00009.5694
0000127.0	010.01	009.98	295.00	000.00	0	001.00	00009.5772
0000128.1	010.04	010.03	295.00	000.00	0	001.00	00009.5851
0000129.2	010.07	010.08	295.00	000.00	0	001.00	00009.5930
0000130.3	010.11	010.13	295.00	000.00	0	001.00	00009.6009
0000131.4	010.14	010.17	295.00	000.00	0	001.00	00009.6088
0000132.5	010.17	010.22	295.00	000.00	0	001.00	00009.6168
0000133.6	010.20	010.27	295.00	000.00	0	001.00	00009.6247
0000134.8	010.23	010.32	295.00	000.00	0	001.00	00009.6327
0000135.9	010.26	010.36	295.00	000.00	0	001.00	00009.6409
0000137.0	010.29	010.41	295.00	000.00	0	001.00	00009.6487
0000138.1	010.32	010.45	295.00	000.00	0	001.00	00009.6571
0000139.2	010.35	010.50	295.00	000.00	0	001.00	00009.6662
0000140.3	010.38	010.54	295.00	000.00	0	001.00	00009.6734
0000141.4	010.41	010.58	295.00	000.00	0	001.00	00009.6815
0000142.5	010.44	010.63	295.00	000.00	0	001.00	00009.6898
0000143.6	010.47	010.67	295.00	000.00	0	001.00	00009.6980
0000144.7	010.50	010.71	295.00	000.00	0	001.00	00009.7063
0000145.8	010.53	010.76	295.00	000.00	0	001.00	00009.7147
0000146.9	010.56	010.80	295.00	000.00	0	001.00	00009.7230
0000148.0	010.59	010.84	295.00	000.00	0	001.00	00009.7314
0000149.1	010.62	010.88	295.00	000.00	0	001.00	00009.7399
0000150.2	010.65	010.92	295.00	000.00	0	001.00	00009.7496
0000151.3	010.69	010.97	295.00	000.00	0	001.00	00009.7582
0000152.5	010.72	011.01	295.00	000.00	0	001.00	00009.7656
0000153.6	010.75	011.05	295.00	000.00	0	001.00	00009.7741
0000154.7	010.78	011.09	295.00	000.00	0	001.00	00009.7830
0000155.7	010.81	011.13	295.00	000.00	0	001.00	00009.7916
0000156.8	010.84	011.17	295.00	000.00	0	001.00	00009.8001
0000157.9	010.87	011.21	295.00	000.00	0	001.00	00009.8091
0000159.0	010.89	011.24	295.00	000.00	0	001.00	00009.8178
0000160.1	010.93	011.29	295.00	000.00	0	001.00	00009.8269
0000161.2	010.96	011.32	295.00	000.00	0	001.00	00009.8357
0000162.3	010.99	011.36	295.00	000.00	0	001.00	00009.8444
0000163.4	011.02	011.40	295.00	000.00	0	001.00	00009.8536
0000164.6	011.05	011.44	295.00	000.00	0	001.00	00009.8625
0000165.7	011.08	011.48	295.00	000.00	0	001.00	00009.8715
0000166.8	011.11	011.52	295.00	000.00	0	001.00	00009.8805
0000167.9	011.14	011.55	295.00	000.00	0	001.00	00009.8898
0000169.0	011.17	011.59	295.00	000.00	0	001.00	00009.8988
0000170.1	011.20	011.62	295.00	000.00	0	001.00	00009.9080
0000171.2	011.23	011.66	295.00	000.00	0	001.00	00009.9175
0000172.3	011.26	011.70	295.00	000.00	0	001.00	00009.9267
0000173.4	011.29	011.73	295.00	000.00	0	001.00	00009.9383
0000174.5	011.32	011.77	295.00	000.00	0	001.00	00009.9505
0000175.6	011.34	011.80	295.00	000.00	0	001.00	00009.9609
0000176.7	011.36	011.83	295.00	000.00	0	001.00	00009.9715
0000177.8	011.39	011.86	295.00	000.00	0	001.00	00009.9819
0000178.9	011.42	011.90	295.00	000.00	0	001.00	00009.9924
0000180.0	011.45	011.93	295.00	000.00	0	001.00	00010.0027
0000181.1	011.48	011.96	295.00	000.00	0	001.00	00010.0129
0000182.2	011.51	012.00	295.00	000.00	0	001.00	00010.0236
0000183.4	011.54	012.04	295.00	000.00	0	001.00	00010.0342
0000184.4	011.57	012.09	295.00	000.00	0	001.00	00010.0448
0000185.6	011.60	012.14	295.00	000.00	0	001.00	00010.0555
0000186.7	011.63	012.18	295.00	000.00	0	001.00	00010.0660
0000187.8	011.66	012.23	295.00	000.00	0	001.00	00010.0769
0000188.9	011.69	012.27	295.00	000.00	0	001.00	00010.0876
0000190.0	011.72	012.32	295.00	000.00	0	001.00	00010.0981
0000191.1	011.75	012.36	295.00	000.00	0	001.00	00010.1109
0000192.2	011.78	012.40	295.00	000.00	0	001.00	00010.1214
0000193.3	011.81	012.45	295.00	000.00	0	001.00	00010.1323
0000194.4	011.84	012.49	295.00	000.00	0	001.00	00010.1430
0000195.5	011.87	012.54	295.00	000.00	0	001.00	00010.1538
0000196.7	011.90	012.59	295.00	000.00	0	001.00	00010.1648
0000197.8	011.93	012.63	295.00	000.00	0	001.00	00010.1758
0000198.9	011.96	012.67	295.00	000.00	0	001.00	00010.1866
0000200.0	011.99	012.71	295.00	000.00	0	001.00	00010.1977
0000201.1	012.02	012.76	295.00	000.00	0	001.00	00010.2087
0000202.2	012.04	012.80	295.00	000.00	0	001.00	00010.2199
0000203.3	012.08	012.84	295.00	000.00	0	001.00	00010.2309
0000204.4	012.11	012.88	295.00	000.00	0	001.00	00010.2420
0000205.5	012.14	012.93	295.00	000.00	0	001.00	00010.2532
0000206.7	012.17	012.97	295.00	000.00	0	001.00	00010.2645
0000207.8	012.20	013.01	295.00	000.00	0	001.00	00010.2757
0000208.9	012.23	013.05	295.00	000.00	0	001.00	00010.2885
0000210.0	012.26	013.10	295.00	000.00	0	001.00	00010.2999
0000211.1	012.29	013.14	295.00	000.00	0	001.00	00010.3113
0000212.3	012.32	013.18	295.00	000.00	0	001.00	00010.3227
0000213.4	012.36	013.22	295.00	000.00	0	001.00	00010.3345
0000214.5	012.38	013.26	295.00	000.00	0	001.00	00010.3461
0000215.6	012.41	013.30	295.00	000.00	0	001.00	00010.3576
0000216.7	012.45	013.34	295.00	000.00	0	001.00	00010.3692
0000217.8	012.47	013.38	295.00	000.00	0	001.00	00010.3809
0000218.9	012.51	013.42	295.00	000.00	0	001.00	00010.3926
0000220.1	012.54	013.46	295.00	000.00	0	001.00	00010.4045
0000221.2	012.57	013.51	295.00	000.00	0	001.00	00010.4163
0000222.3	012.60	013.54	295.00	000.00	0	001.00	00010.4282
0000223.4	012.63	013.58	295.00	000.00	0	001.00	00010.4401
0000224.5	012.66	013.62	295.00	000.00	0	001.00	00010.4519
0000225.6	012.69	013.66	295.00	000.00	0	001.00	00010.4639
0000226.7	012.72	013.70	295.00	000.00	0	001.00	00010.4759
0000227.8	012.76	013.74	295.00	000.00	0	001.00	00010.4884
0000228.9	012.79	013.78	295.00	000.00	0	001.00	00010.5006
0000230.0	012.81	013.82	295.00	000.00	0	001.00	00010.5129
0000231.1	012.85	013.85	295.00	000.00	0	001.00	00010.5250
0000232.2	012.87	013.89	295.00	000.00	0	001.00	00010.5374
0000233.3	012.90	013.93	295.00	000.00	0	001.00	00010.5497
0000234.4	012.94	013.97	295.00	000.00	0	001.00	00010.5624
0000235.5	012.97	014.00	295.00	000.00	0	001.00	00010.5769
0000236.7	013.00	014.04	295.00	000.00	0	001.00	00010.5877
0000237.8	013.03	014.08	295.00	000.00	0	001.00	00010.6003
0000238.9	013.06	014.12	295.00	000.00	0	001.00	00010.6128
0000239.9	013.09	014.15	295.00	000.00	0	001.00	00010.6256
0000241.0	013.12	014.19	295.00	000.00	0	001.00	00010.6385
0000242.2	013.16	014.23	295.00	000.00	0	001.00	00010.6515
0000243.2	013.19	014.27	295.00	000.00	0	001.00	00010.6646
0000244.3	013.22	014.30	295.00	000.00	0	001.00	00010.6775
0000245.4	013.25	014.34	295.00	000.00	0	001.00	00010.6904
0000246.6	013.28	014.38	295.00	000.00	0	001.00	00010.7036
0000247.6	013.31	014.41	295.00	000.00	0	001.00	00010.7169
0000248.7	013.34	014.45	295.00	000.00	0	001.00	00010.7300
0000249.8	013.37	014.49	295.00	000.00	0	001.00	00010.7433
0000251.0	013.40	014.52	295.00	000.00	0	001.00	00010.7568
0000252.1	013.43	014.56	295.00	000.00	0	001.00	00010.7702
0000253.2	013.47	014.60	295.00	000.00	0	001.00	00010.7837
0000254.3	013.50	014.63	295.00	000.00	0	001.00	00010.7971
0000255.4	013.53	014.67	295.00	000.00	0	001.00	00010.8131
0000256.5	013.56	014.70	295.00	000.00	0	001.00	00010.8269
0000257.6	013.59	014.74	295.00	000.00	0	001.00	00010.8406
0000258.7	013.62	014.77	295.00	000.00	0	001.00	00010.8546
0000259.9	013.66	014.81	295.00	000.00	0	001.00	00010.8687
0000261.0	013.69	014.85	295.00	000.00	0	001.00	00010.8827
0000262.1	013.72	014.88	295.00	000.00	0	001.00	00010.8970
0000263.2	013.75	014.91	295.00	000.00	0	001.00	00010.9108
0000264.3	013.78	014.95	295.00	000.00	0	001.00	00010.9249
0000265.5	013.81	014.98	295.00	000.00	0	001.00	00010.9392
0000266.6	013.84	015.02	295.00	000.00	0	001.00	00010.9559
0000267.7	013.88	015.05	295.00	000.00	0	001.00	00010.9703
0000268.8	013.91	015.09	295.00	000.00	0	001.00	00010.9828
0000269.9	013.94	015.12	295.00	000.00	0	001.00	00010.9989
0000271.0	013.97	015.15	295.00	000.00	0	001.00	00011.0136
0000272.1	014.00	015.19	295.00	000.00	0	001.00	00011.0283
0000273.2	014.04	015.22	295.00	000.00	0	001.00	00011.0429
0000274.3	014.07	015.25	295.00	000.00	0	001.00	00011.0577
0000275.4	014.10	015.29	295.00	000.00	0	001.00	00011.0725
0000276.5	014.13	015.32	295.00	000.00	0	001.00	00011.0878
0000277.7	014.16	015.35	295.00	000.00	0	001.00	00011.1024
0000278.8	014.19	015.38	295.00	000.00	0	001.00	00011.1175
0000279.9	014.23	015.42	295.00	000.00	0	001.00	00011.1325
0000281.0	014.26	015.45	295.00	000.00	0	001.00	00011.1480
0000282.1	014.29	015.48	295.00	000.00	0	001.00	00011.1635
0000283.2	014.32	015.51	295.00	000.00	0	001.00	00011.1805
0000284.4	014.35	015.54	295.00	000.00	0	001.00	00011.1939
0000285.4	014.38	015.57	295.00	000.00	0	001.00	00011.2114
0000286.6	014.41	015.61	295.00	000.00	0	001.00	00011.2268
0000287.7	014.44	015.64	295.00	000.00	0	001.00	00011.2427
0000288.8	014.48	015.67	295.00	000.00	0	001.00	00011.2583
0000289.9	014.51	015.70	295.00	000.00	0	001.00	00011.2740
0000291.0	014.54	015.73	295.00	000.00	0	001.00	00011.2898
0000292.1	014.57	015.76	295.00	000.00	0	001.00	00011.3059
0000293.3	014.60	015.79	295.00	000.00	0	001.00	00011.3218
0000294.4	014.63	015.82	295.00	000.00	0	001.00	00011.3380
0000295.5	014.67	015.85	295.00	000.00	0	001.00	00011.3542
0000296.6	014.70	015.89	295.00	000.00	0	001.00	00011.3702
0000297.7	014.73	015.92	295.00	000.00	0	001.00	00011.3867
0000298.8	014.76	015.95	295.00	000.00	0	001.00	00011.4025
0000299.9	014.79	015.98	295.00	000.00	0	001.00	00011.4193
0000301.0	014.82	016.01	295.00	000.00	0	001.00	00011.4354
0000302.1	014.86	016.05	295.00	000.00	0	001.00	00011.4518
0000303.2	014.88	016.09	295.00	000.00	0	001.00	00011.4685
0000304.3	014.92	016.14	295.00	000.00	0	001.00	00011.4851
0000305.4	014.95	016.18	295.00	000.00	0	001.00	00011.5020
0000306.5	014.98	016.23	295.00	000.00	0	001.00	00011.5189
0000307.7	015.01	016.27	295.00	000.00	0	001.00	00011.5354
0000308.8	015.04	016.32	295.00	000.00	0	001.00	00011.5523
0000309.8	015.07	016.36	295.00	000.00	0	001.00	00011.5695
0000310.9	015.10	016.40	295.00	000.00	0	001.00	00011.5865
0000312.1	015.13	016.45	295.00	000.00	0	001.00	00011.6035
0000313.1	015.16	016.49	295.00	000.00	0	001.00	00011.6207
0000314.2	015.20	016.53	295.00	000.00	0	001.00	00011.6378
0000315.3	015.23	016.57	295.00	000.00	0	001.00	00011.6553
0000316.4	015.26	016.62	295.00	000.00	0	001.00	00011.6722
0000317.5	015.29	016.66	295.00	000.00	0	001.00	00011.6899
0000318.7	015.32	016.70	295.00	000.00	0	001.00	00011.7073
0000319.8	015.35	016.74	295.00	000.00	0	001.00	00011.7247
0000320.9	015.38	016.78	295.00	000.00	0	001.00	00011.7425
0000321.9	015.41	016.82	295.00	000.00	0	001.00	00011.7601
0000323.0	015.44	016.86	295.00	000.00	0	001.00	00011.7778
0000324.1	015.47	016.91	295.00	000.00	0	001.00	00011.7957
0000325.2	015.50	016.95	295.00	000.00	0	001.00	00011.8137
0000326.3	015.53	016.99	295.00	000.00	0	001.00	00011.8316
0000327.4	015.56	017.02	295.00	000.00	0	001.00	00011.8498
0000328.5	015.59	017.07	295.00	000.00	0	001.00	00011.8676
0000329.6	015.62	017.10	295.00	000.00	0	001.00	00011.8858
0000330.7	015.65	017.15	295.00	000.00	0	001.00	00011.9040
0000331.9	015.68	017.18	295.00	000.00	0	001.00	00011.9223
0000333.0	015.71	017.22	295.00	000.00	0	001.00	00011.9405
0000334.1	015.74	017.26	295.00	000.00	0	001.00	00011.9589
0000335.2	015.77	017.30	295.00	000.00	0	001.00	00011.9774
0000336.3	015.80	017.34	295.00	000.00	0	001.00	00011.9960
0000337.4	015.84	017.38	295.00	000.00	0	001.00	00012.0142
0000338.5	015.87	017.42	295.00	000.00	0	001.00	00012.0330
0000339.6	015.89	017.46	295.00	000.00	0	001.00	00012.0515
0000340.7	015.93	017.50	295.00	000.00	0	001.00	00012.0701
0000341.8	015.96	017.53	295.00	000.00	0	001.00	00012.0890
0000342.9	015.99	017.57	295.00	000.00	0	001.00	00012.1109
0000344.0	016.02	017.61	295.00	000.00	0	001.00	00012.1269
0000345.1	016.05	017.64	295.00	000.00	0	001.00	00012.1460
0000346.2	016.07	017.68	295.00	000.00	0	001.00	00012.1650
0000347.3	016.10	017.72	295.00	000.00	0	001.00	00012.1834
0000348.4	016.13	017.75	295.00	000.00	0	001.00	00012.2029
0000349.5	016.16	017.79	295.00	000.00	0	001.00	00012.2219
0000350.6	016.19	017.83	295.00	000.00	0	001.00	00012.2416
0000351.7	016.22	017.86	295.00	000.00	0	001.00	00012.2607
0000352.8	016.25	017.89	295.00	000.00	0	001.00	00012.2802
0000353.9	016.27	017.93	295.00	000.00	0	001.00	00012.2995
0000355.0	016.30	017.97	295.00	000.00	0	001.00	00012.3189
0000356.1	016.34	018.00	295.00	000.00	0	001.00	00012.3385
0000357.2	016.36	018.04	295.00	000.00	0	001.00	00012.3580
0000358.3	016.39	018.08	295.00	000.00	0	001.00	00012.3777
0000359.4	016.42	018.11	295.00	000.00	0	001.00	00012.3975
0000360.5	016.45	018.15	295.00	000.00	0	001.00	00012.4171
0000361.6	016.48	018.19	295.00	000.00	0	001.00	00012.4369
0000362.7	016.51	018.22	295.00	000.00	0	001.00	00012.4569
0000363.8	016.54	018.26	295.00	000.00	0	001.00	00012.4766
0000364.9	016.57	018.30	295.00	000.00	0	001.00	00012.4966
0000366.0	016.60	018.34	295.00	000.00	0	001.00	00012.5172
0000367.1	016.63	018.37	295.00	000.00	0	001.00	00012.5366
0000368.2	016.66	018.41	295.00	000.00	0	001.00	00012.5568
0000369.3	016.69	018.44	295.00	000.00	0	001.00	00012.5769
0000370.4	016.71	018.48	295.00	000.00	0	001.00	00012.5971
0000371.6	016.74	018.52	295.00	000.00	0	001.00	00012.6173
0000372.7	016.77	018.55	295.00	000.00	0	001.00	00012.6379
0000373.8	016.80	018.58	295.00	000.00	0	001.00	00012.6615
0000374.9	016.83	018.62	295.00	000.00	0	001.00	00012.6818
0000376.0	016.86	018.66	295.00	000.00	0	001.00	00012.7024
0000377.1	016.88	018.69	295.00	000.00	0	001.00	00012.7227
0000378.2	016.91	018.73	295.00	000.00	0	001.00	00012.7433
0000379.4	016.94	018.76	295.00	000.00	0	001.00	00012.7638
0000380.4	016.97	018.79	295.00	000.00	0	001.00	00012.7846
0000381.5	017.00	018.83	295.00	000.00	0	001.00	00012.8052
0000382.7	017.02	018.86	295.00	000.00	0	001.00	00012.8260
0000383.8	017.05	018.89	295.00	000.00	0	001.00	00012.8466
0000384.9	017.08	018.93	295.00	000.00	0	001.00	00012.8673
0000386.0	017.11	018.96	295.00	000.00	0	001.00	00012.8884
0000387.0	017.14	018.99	295.00	000.00	0	001.00	00012.9093
0000388.2	017.17	019.03	295.00	000.00	0	001.00	00012.9301
0000389.3	017.19	019.06	295.00	000.00	0	001.00	00012.9512
0000390.4	017.22	019.09	295.00	000.00	0	001.00	00012.9721
0000391.5	017.25	019.12	295.00	000.00	0	001.00	00012.9934
0000392.6	017.28	019.16	295.00	000.00	0	001.00	00013.0145
0000393.7	017.31	019.19	295.00	000.00	0	001.00	00013.0358
0000394.8	017.33	019.22	295.00	000.00	0	001.00	00013.0569
0000395.9	017.36	019.25	295.00	000.00	0	001.00	00013.0782
0000397.0	017.39	019.28	295.00	000.00	0	001.00	00013.0992
0000398.1	017.42	019.32	295.00	000.00	0	001.00	00013.1209
0000399.2	017.44	019.35	295.00	000.00	0	001.00	00013.1422
0000400.3	017.47	019.38	295.00	000.00	0	001.00	00013.1635
0000401.4	017.50	019.41	295.00	000.00	0	001.00	00013.1852
0000402.5	017.52	019.44	295.00	000.00	0	001.00	00013.2067
0000403.6	017.55	019.47	295.00	000.00	0	001.00	00013.2286
0000404.7	017.57	019.50	295.00	000.00	0	001.00	00013.2499
0000405.8	017.60	019.53	295.00	000.00	0	001.00	00013.2684
0000406.9	017.63	019.56	295.00	000.00	0	001.00	00013.2900
0000408.0	017.65	019.59	295.00	000.00	0	001.00	00013.3117
0000409.1	017.68	019.62	295.00	000.00	0	001.00	00013.3338
0000410.2	017.70	019.65	295.00	000.00	0	001.00	00013.3553
0000411.2	017.73	019.68	295.00	000.00	0	001.00	00013.3772
0000412.3	017.76	019.70	295.00	000.00	0	001.00	00013.3990
0000413.4	017.78	019.73	295.00	000.00	0	001.00	00013.4211
0000414.5	017.81	019.76	295.00	000.00	0	001.00	00013.4431
0000415.6	017.84	019.79	295.00	000.00	0	001.00	00013.4648
0000416.8	017.86	019.82	295.00	000.00	0	001.00	00013.4871
0000417.9	017.89	019.85	295.00	000.00	0	001.00	00013.5094
0000419.0	017.92	019.88	295.00	000.00	0	001.00	00013.5314
0000420.1	017.94	019.91	295.00	000.00	0	001.00	00013.5532
0000421.2	017.97	019.93	295.00	000.00	0	001.00	00013.5753
0000422.2	018.00	019.96	295.00	000.00	0	001.00	00013.5976
0000423.4	018.02	019.99	295.00	000.00	0	001.00	00013.6202
0000424.5	018.05	020.02	295.00	000.00	0	001.00	00013.6421
0000425.6	018.07	020.05	295.00	000.00	0	001.00	00013.6647
0000426.7	018.10	020.08	295.00	000.00	0	001.00	00013.6871
0000427.8	018.12	020.11	295.00	000.00	0	001.00	00013.7129
0000428.9	018.15	020.15	295.00	000.00	0	001.00	00013.7354
0000430.0	018.18	020.18	295.00	000.00	0	001.00	00013.7580
0000431.2	018.20	020.21	295.00	000.00	0	001.00	00013.7806
0000432.3	018.23	020.24	295.00	000.00	0	001.00	00013.8030
0000433.4	018.25	020.27	295.00	000.00	0	001.00	00013.8255
0000434.5	018.28	020.30	295.00	000.00	0	001.00	00013.8484
0000435.6	018.30	020.32	295.00	000.00	0	001.00	00013.8679
0000436.7	018.33	020.35	295.00	000.00	0	001.00	00013.8905
0000437.8	018.35	020.38	295.00	000.00	0	001.00	00013.9131
0000438.8	018.38	020.41	295.00	000.00	0	001.00	00013.9359
0000439.9	018.40	020.44	295.00	000.00	0	001.00	00013.9587
0000441.0	018.43	020.47	295.00	000.00	0	001.00	00013.9813
0000442.2	018.45	020.50	295.00	000.00	0	001.00	00014.0046
0000443.3	018.48	020.53	295.00	000.00	0	001.00	00014.0272
0000444.4	018.50	020.56	295.00	000.00	0	001.00	00014.0499
0000445.5	018.52	020.59	295.00	000.00	0	001.00	00014.0728
0000446.6	018.55	020.61	295.00	000.00	0	001.00	00014.0991
0000447.7	018.57	020.64	295.00	000.00	0	001.00	00014.1219
0000448.8	018.60	020.67	295.00	000.00	0	001.00	00014.1449
0000449.9	018.63	020.70	295.00	000.00	0	001.00	00014.1680
0000451.0	018.65	020.73	295.00	000.00	0	001.00	00014.1907
0000452.1	018.68	020.76	295.00	000.00	0	001.00	00014.2142
